Labour market region (SA4): ASGS (2011),Month,Age,Sex,Sum of Employment to population rate (%)
Sydney - Sutherland,2025/03/01,15-24 years,Females,76.32812954
Sydney - Sutherland,2025/03/01,25-34 years,Males,94.18188172
Sydney - Sutherland,2025/03/01,25-34 years,Females,87.79517941
Sydney - Sutherland,2025/03/01,35-44 years,Males,94.57410333
Sydney - Sutherland,2025/03/01,35-44 years,Females,85.29214504
Sydney - Sutherland,2025/03/01,45-54 years,Males,92.89365684
Sydney - Sutherland,2025/03/01,45-54 years,Females,86.54286882
Sydney - Sutherland,2025/03/01,55-64 years,Males,80.06892815
Sydney - Sutherland,2025/03/01,55-64 years,Females,68.45479924
Sydney - Sutherland,2025/03/01,65 years and over,Males,22.94353828
Sydney - Sutherland,2025/03/01,65 years and over,Females,15.72646148
Sydney - Sutherland,2025/02/01,15-24 years,Males,67.63406639
Sydney - Sutherland,2025/02/01,15-24 years,Females,75.64536908
Sydney - Sutherland,2025/02/01,25-34 years,Males,94.3781507
Sydney - Sutherland,2025/02/01,25-34 years,Females,87.53338431
Sydney - Sutherland,2025/02/01,35-44 years,Males,94.67206344
Sydney - Sutherland,2025/02/01,35-44 years,Females,85.19450016
Sydney - Sutherland,2025/02/01,45-54 years,Males,92.82564321
Sydney - Sutherland,2025/02/01,45-54 years,Females,86.60329173
Sydney - Sutherland,2025/02/01,55-64 years,Males,80.02471551
Sydney - Sutherland,2025/02/01,55-64 years,Females,68.62542806
Sydney - Sutherland,2025/02/01,65 years and over,Males,23.02657092
Sydney - Sutherland,2025/02/01,65 years and over,Females,15.63743354
Sydney - Sutherland,2025/01/01,15-24 years,Males,67.58877091
Sydney - Sutherland,2025/01/01,15-24 years,Females,75.7237659
Sydney - Sutherland,2025/01/01,25-34 years,Males,94.22331406
Sydney - Sutherland,2025/01/01,25-34 years,Females,86.91681225
Sydney - Sutherland,2025/01/01,35-44 years,Males,94.56842134
Sydney - Sutherland,2025/01/01,35-44 years,Females,84.88050331
Sydney - Sutherland,2025/01/01,45-54 years,Males,92.5103151
Sydney - Sutherland,2025/01/01,45-54 years,Females,86.3996353
Sydney - Sutherland,2025/01/01,55-64 years,Males,79.76192147
Sydney - Sutherland,2025/01/01,55-64 years,Females,68.31624611
Sydney - Sutherland,2025/01/01,65 years and over,Males,22.78504963
Sydney - Sutherland,2025/01/01,65 years and over,Females,15.48107291
Sydney - Sutherland,2024/12/01,15-24 years,Males,70.0762405
Sydney - Sutherland,2024/12/01,15-24 years,Females,76.85253077
Sydney - Sutherland,2024/12/01,25-34 years,Males,94.85799257
Sydney - Sutherland,2024/12/01,25-34 years,Females,87.53754273
Sydney - Sutherland,2024/12/01,35-44 years,Males,95.03048154
Sydney - Sutherland,2024/12/01,35-44 years,Females,86.09016718
Sydney - Sutherland,2024/12/01,45-54 years,Males,93.04447673
Sydney - Sutherland,2024/12/01,45-54 years,Females,87.4384995
Sydney - Sutherland,2024/12/01,55-64 years,Males,81.02638209
Sydney - Sutherland,2024/12/01,55-64 years,Females,69.72913611
Sydney - Sutherland,2024/12/01,65 years and over,Males,23.7814123
Sydney - Sutherland,2024/12/01,65 years and over,Females,16.35404839
Sydney - Sutherland,2024/11/01,15-24 years,Males,68.46972805
Sydney - Sutherland,2024/11/01,15-24 years,Females,74.89934132
Sydney - Sutherland,2024/11/01,25-34 years,Males,94.68284591
Sydney - Sutherland,2024/11/01,25-34 years,Females,86.97077075
Sydney - Sutherland,2024/11/01,35-44 years,Males,94.78339406
Sydney - Sutherland,2024/11/01,35-44 years,Females,85.794435
Sydney - Sutherland,2024/11/01,45-54 years,Males,92.70632775
Sydney - Sutherland,2024/11/01,45-54 years,Females,87.14745489
Sydney - Sutherland,2024/11/01,55-64 years,Males,80.48353536
Sydney - Sutherland,2024/11/01,55-64 years,Females,69.27778573
Sydney - Sutherland,2024/11/01,65 years and over,Males,23.39582081
Sydney - Sutherland,2024/11/01,65 years and over,Females,16.1233886
Sydney - Sutherland,2024/10/01,15-24 years,Males,67.96397486
Sydney - Sutherland,2024/10/01,15-24 years,Females,73.67753144
Sydney - Sutherland,2024/10/01,25-34 years,Males,94.48458224
Sydney - Sutherland,2024/10/01,25-34 years,Females,86.58562608
Sydney - Sutherland,2024/10/01,35-44 years,Males,94.53788786
Sydney - Sutherland,2024/10/01,35-44 years,Females,85.52804924
Sydney - Sutherland,2024/10/01,45-54 years,Males,92.39847778
Sydney - Sutherland,2024/10/01,45-54 years,Females,86.87601915
Sydney - Sutherland,2024/10/01,55-64 years,Males,79.95305273
Sydney - Sutherland,2024/10/01,55-64 years,Females,68.96897025
Sydney - Sutherland,2024/10/01,65 years and over,Males,22.93654406
Sydney - Sutherland,2024/10/01,65 years and over,Females,15.77854989
Sydney - Sutherland,2024/09/01,15-24 years,Males,68.99014745
Sydney - Sutherland,2024/09/01,15-24 years,Females,73.33719526
Sydney - Sutherland,2024/09/01,25-34 years,Males,94.55698254
Sydney - Sutherland,2024/09/01,25-34 years,Females,86.79917058
Sydney - Sutherland,2024/09/01,35-44 years,Males,94.59983355
Sydney - Sutherland,2024/09/01,35-44 years,Females,86.00293078
Sydney - Sutherland,2024/09/01,45-54 years,Males,92.4244495
Sydney - Sutherland,2024/09/01,45-54 years,Females,87.09086247
Sydney - Sutherland,2024/09/01,55-64 years,Males,80.21139439
Sydney - Sutherland,2024/09/01,55-64 years,Females,69.57957522
Sydney - Sutherland,2024/09/01,65 years and over,Males,23.34155384
Sydney - Sutherland,2024/09/01,65 years and over,Females,16.08397456
Sydney - Sutherland,2024/08/01,15-24 years,Males,68.18560974
Sydney - Sutherland,2024/08/01,15-24 years,Females,72.26593236
Sydney - Sutherland,2024/08/01,25-34 years,Males,94.12452144
Sydney - Sutherland,2024/08/01,25-34 years,Females,86.52929149
Sydney - Sutherland,2024/08/01,35-44 years,Males,94.29235304
Sydney - Sutherland,2024/08/01,35-44 years,Females,85.93744501
Sydney - Sutherland,2024/08/01,45-54 years,Males,92.15920622
Sydney - Sutherland,2024/08/01,45-54 years,Females,86.92414961
Sydney - Sutherland,2024/08/01,55-64 years,Males,79.84306467
Sydney - Sutherland,2024/08/01,55-64 years,Females,69.57337254
Sydney - Sutherland,2024/08/01,65 years and over,Males,23.22155739
Sydney - Sutherland,2024/08/01,65 years and over,Females,15.96571517
Sydney - Sutherland,2024/07/01,15-24 years,Males,69.14908657
Sydney - Sutherland,2024/07/01,15-24 years,Females,73.32106477
Sydney - Sutherland,2024/07/01,25-34 years,Males,94.02667002
Sydney - Sutherland,2024/07/01,25-34 years,Females,86.65044864
Sydney - Sutherland,2024/07/01,35-44 years,Males,94.24670045
Sydney - Sutherland,2024/07/01,35-44 years,Females,86.40297885
Sydney - Sutherland,2024/07/01,45-54 years,Males,92.31616623
Sydney - Sutherland,2024/07/01,45-54 years,Females,87.27563783
Sydney - Sutherland,2024/07/01,55-64 years,Males,80.14982082
Sydney - Sutherland,2024/07/01,55-64 years,Females,70.29226342
Sydney - Sutherland,2024/07/01,65 years and over,Males,23.66630962
Sydney - Sutherland,2024/07/01,65 years and over,Females,16.31642187
Sydney - Sutherland,2024/06/01,15-24 years,Males,69.85749145
Sydney - Sutherland,2024/06/01,15-24 years,Females,73.07662373
Sydney - Sutherland,2024/06/01,25-34 years,Males,93.8285429
Sydney - Sutherland,2024/06/01,25-34 years,Females,86.46352376
Sydney - Sutherland,2024/06/01,35-44 years,Males,94.00658611
Sydney - Sutherland,2024/06/01,35-44 years,Females,86.27554437
Sydney - Sutherland,2024/06/01,45-54 years,Males,92.31352407
Sydney - Sutherland,2024/06/01,45-54 years,Females,87.23107073
Sydney - Sutherland,2024/06/01,55-64 years,Males,79.73613172
Sydney - Sutherland,2024/06/01,55-64 years,Females,69.98747652
Sydney - Sutherland,2024/06/01,65 years and over,Males,23.26315126
Sydney - Sutherland,2024/06/01,65 years and over,Females,15.94617706
Sydney - Sutherland,2024/05/01,15-24 years,Males,70.27446147
Sydney - Sutherland,2024/05/01,15-24 years,Females,73.83289813
Sydney - Sutherland,2024/05/01,25-34 years,Males,94.03367574
Sydney - Sutherland,2024/05/01,25-34 years,Females,86.78963536
Sydney - Sutherland,2024/05/01,35-44 years,Males,94.05691455
Sydney - Sutherland,2024/05/01,35-44 years,Females,86.28190784
Sydney - Sutherland,2024/05/01,45-54 years,Males,92.66524375
Sydney - Sutherland,2024/05/01,45-54 years,Females,87.64257822
Sydney - Sutherland,2024/05/01,55-64 years,Males,79.76551441
Sydney - Sutherland,2024/05/01,55-64 years,Females,70.10824161
Sydney - Sutherland,2024/05/01,65 years and over,Males,23.37038506
Sydney - Sutherland,2024/05/01,65 years and over,Females,15.75179523
Sydney - Sutherland,2024/04/01,15-24 years,Males,69.44850461
Sydney - Sutherland,2024/04/01,15-24 years,Females,73.56971883
Sydney - Sutherland,2024/04/01,25-34 years,Males,93.55083002
Sydney - Sutherland,2024/04/01,25-34 years,Females,86.56580376
Sydney - Sutherland,2024/04/01,35-44 years,Males,93.73777098
Sydney - Sutherland,2024/04/01,35-44 years,Females,85.58593038
Sydney - Sutherland,2024/04/01,45-54 years,Males,92.41723048
Sydney - Sutherland,2024/04/01,45-54 years,Females,87.44735092
Sydney - Sutherland,2024/04/01,55-64 years,Males,79.16115065
Sydney - Sutherland,2024/04/01,55-64 years,Females,69.65179134
Sydney - Sutherland,2024/04/01,65 years and over,Males,23.29100433
Sydney - Sutherland,2024/04/01,65 years and over,Females,15.49837339
Sydney - Sutherland,2024/03/01,15-24 years,Males,69.35687697
Sydney - Sutherland,2024/03/01,15-24 years,Females,74.25903689
Sydney - Sutherland,2024/03/01,25-34 years,Males,93.33240619
Sydney - Sutherland,2024/03/01,25-34 years,Females,86.64019367
Sydney - Sutherland,2024/03/01,35-44 years,Males,93.7827142
Sydney - Sutherland,2024/03/01,35-44 years,Females,85.18343059
Sydney - Sutherland,2024/03/01,45-54 years,Males,92.47212116
Sydney - Sutherland,2024/03/01,45-54 years,Females,87.55474621
Sydney - Sutherland,2024/03/01,55-64 years,Males,79.20227294
Sydney - Sutherland,2024/03/01,55-64 years,Females,69.49488356
Sydney - Sutherland,2024/03/01,65 years and over,Males,23.49087845
Sydney - Sutherland,2024/03/01,65 years and over,Females,15.42894546
Sydney - Sutherland,2024/02/01,15-24 years,Males,69.25634343
Sydney - Sutherland,2024/02/01,15-24 years,Females,75.33907844
Sydney - Sutherland,2024/02/01,25-34 years,Males,93.2094532
Sydney - Sutherland,2024/02/01,25-34 years,Females,86.75729315
Sydney - Sutherland,2024/02/01,35-44 years,Males,93.81327359
Sydney - Sutherland,2024/02/01,35-44 years,Females,84.99611748
Sydney - Sutherland,2024/02/01,45-54 years,Males,92.62299352
Sydney - Sutherland,2024/02/01,45-54 years,Females,87.62667678
Sydney - Sutherland,2024/02/01,55-64 years,Males,79.51927701
Sydney - Sutherland,2024/02/01,55-64 years,Females,69.5676094
Sydney - Sutherland,2024/02/01,65 years and over,Males,23.83522488
Sydney - Sutherland,2024/02/01,65 years and over,Females,15.49667489
Sydney - Sutherland,2024/01/01,15-24 years,Males,67.72459932
Sydney - Sutherland,2024/01/01,15-24 years,Females,74.51537576
Sydney - Sutherland,2024/01/01,25-34 years,Males,92.57371591
Sydney - Sutherland,2024/01/01,25-34 years,Females,85.69521975
Sydney - Sutherland,2024/01/01,35-44 years,Males,93.33114856
Sydney - Sutherland,2024/01/01,35-44 years,Females,83.61469583
Sydney - Sutherland,2024/01/01,45-54 years,Males,92.03509333
Sydney - Sutherland,2024/01/01,45-54 years,Females,86.62925511
Sydney - Sutherland,2024/01/01,55-64 years,Males,78.53285721
Sydney - Sutherland,2024/01/01,55-64 years,Females,67.66379763
Sydney - Sutherland,2024/01/01,65 years and over,Males,22.54817889
Sydney - Sutherland,2024/01/01,65 years and over,Females,14.46244843
Sydney - Sutherland,2023/12/01,15-24 years,Males,71.47278617
Sydney - Sutherland,2023/12/01,15-24 years,Females,77.05795864
Sydney - Sutherland,2023/12/01,25-34 years,Males,93.99996958
Sydney - Sutherland,2023/12/01,25-34 years,Females,87.30926628
Sydney - Sutherland,2023/12/01,35-44 years,Males,94.29924714
Sydney - Sutherland,2023/12/01,35-44 years,Females,85.28866029
Sydney - Sutherland,2023/12/01,45-54 years,Males,93.07060337
Sydney - Sutherland,2023/12/01,45-54 years,Females,87.9411121
Sydney - Sutherland,2023/12/01,55-64 years,Males,80.7492756
Sydney - Sutherland,2023/12/01,55-64 years,Females,69.66973424
Sydney - Sutherland,2023/12/01,65 years and over,Males,24.37803976
Sydney - Sutherland,2023/12/01,65 years and over,Females,15.65019943
Sydney - Sutherland,2023/11/01,15-24 years,Males,71.09776311
Sydney - Sutherland,2023/11/01,15-24 years,Females,76.230395
Sydney - Sutherland,2023/11/01,25-34 years,Males,94.30746818
Sydney - Sutherland,2023/11/01,25-34 years,Females,87.47411933
Sydney - Sutherland,2023/11/01,35-44 years,Males,94.56085208
Sydney - Sutherland,2023/11/01,35-44 years,Females,85.36418344
Sydney - Sutherland,2023/11/01,45-54 years,Males,93.36351737
Sydney - Sutherland,2023/11/01,45-54 years,Females,87.98650967
Sydney - Sutherland,2023/11/01,55-64 years,Males,81.05270583
Sydney - Sutherland,2023/11/01,55-64 years,Females,69.71537223
Sydney - Sutherland,2023/11/01,65 years and over,Males,24.46555617
Sydney - Sutherland,2023/11/01,65 years and over,Females,15.63821543
Sydney - Sutherland,2023/10/01,15-24 years,Males,69.71539775
Sydney - Sutherland,2023/10/01,15-24 years,Females,75.71655217
Sydney - Sutherland,2023/10/01,25-34 years,Males,93.91930981
Sydney - Sutherland,2023/10/01,25-34 years,Females,87.03960742
Sydney - Sutherland,2023/10/01,35-44 years,Males,94.48539579
Sydney - Sutherland,2023/10/01,35-44 years,Females,85.18025284
Sydney - Sutherland,2023/10/01,45-54 years,Males,93.34500415
Sydney - Sutherland,2023/10/01,45-54 years,Females,87.51726287
Sydney - Sutherland,2023/10/01,55-64 years,Males,80.91677662
Sydney - Sutherland,2023/10/01,55-64 years,Females,69.20150872
Sydney - Sutherland,2023/10/01,65 years and over,Males,23.96482907
Sydney - Sutherland,2023/10/01,65 years and over,Females,15.2139018
Sydney - Sutherland,2023/09/01,15-24 years,Males,69.36741599
Sydney - Sutherland,2023/09/01,15-24 years,Females,74.45925905
Sydney - Sutherland,2023/09/01,25-34 years,Males,93.92294612
Sydney - Sutherland,2023/09/01,25-34 years,Females,86.90740012
Sydney - Sutherland,2023/09/01,35-44 years,Males,94.53292927
Sydney - Sutherland,2023/09/01,35-44 years,Females,85.54693634
Sydney - Sutherland,2023/09/01,45-54 years,Males,93.48337725
Sydney - Sutherland,2023/09/01,45-54 years,Females,87.49717745
Sydney - Sutherland,2023/09/01,55-64 years,Males,81.35023955
Sydney - Sutherland,2023/09/01,55-64 years,Females,69.08556586
Sydney - Sutherland,2023/09/01,65 years and over,Males,23.85867015
Sydney - Sutherland,2023/09/01,65 years and over,Females,15.01410516
Sydney - Sutherland,2023/08/01,15-24 years,Males,69.6013372
Sydney - Sutherland,2023/08/01,15-24 years,Females,74.23180098
Sydney - Sutherland,2023/08/01,25-34 years,Males,93.81624466
Sydney - Sutherland,2023/08/01,25-34 years,Females,86.7790566
Sydney - Sutherland,2023/08/01,35-44 years,Males,94.43265929
Sydney - Sutherland,2023/08/01,35-44 years,Females,85.65329535
Sydney - Sutherland,2023/08/01,45-54 years,Males,93.53618665
Sydney - Sutherland,2023/08/01,45-54 years,Females,87.5194989
Sydney - Sutherland,2023/08/01,55-64 years,Males,81.41854301
Sydney - Sutherland,2023/08/01,55-64 years,Females,68.76344675
Sydney - Sutherland,2023/08/01,65 years and over,Males,23.68095469
Sydney - Sutherland,2023/08/01,65 years and over,Females,14.70195793
Sydney - Sutherland,2023/07/01,15-24 years,Males,70.91944221
Sydney - Sutherland,2023/07/01,15-24 years,Females,74.6724052
Sydney - Sutherland,2023/07/01,25-34 years,Males,93.91121801
Sydney - Sutherland,2023/07/01,25-34 years,Females,86.96905529
Sydney - Sutherland,2023/07/01,35-44 years,Males,94.42140266
Sydney - Sutherland,2023/07/01,35-44 years,Females,85.81503119
Sydney - Sutherland,2023/07/01,45-54 years,Males,93.71792622
Sydney - Sutherland,2023/07/01,45-54 years,Females,87.65493451
Sydney - Sutherland,2023/07/01,55-64 years,Males,81.73188126
Sydney - Sutherland,2023/07/01,55-64 years,Females,68.54797135
Sydney - Sutherland,2023/07/01,65 years and over,Males,23.47286233
Sydney - Sutherland,2023/07/01,65 years and over,Females,14.40493652
Sydney - Sutherland,2023/06/01,15-24 years,Males,71.70130992
Sydney - Sutherland,2023/06/01,15-24 years,Females,75.20063219
Sydney - Sutherland,2023/06/01,25-34 years,Males,94.36339429
Sydney - Sutherland,2023/06/01,25-34 years,Females,87.61269172
Sydney - Sutherland,2023/06/01,35-44 years,Males,94.61943292
Sydney - Sutherland,2023/06/01,35-44 years,Females,86.34055215
