Labour market region (SA4): ASGS (2011),Month,Age,Sex,Unemployment rate (%)
Riverina,2023/01/01,55-64 years,Males,2.3
Riverina,2023/01/01,55-64 years,Females,1.7
Riverina,2023/01/01,65 years and over,Males,0.7
Riverina,2023/01/01,65 years and over,Females,0.6
Riverina,2022/12/01,15-24 years,Males,5.5
Riverina,2022/12/01,15-24 years,Females,5.4
Riverina,2022/12/01,25-34 years,Males,2.8
Riverina,2022/12/01,25-34 years,Females,2.3
Riverina,2022/12/01,35-44 years,Males,2
Riverina,2022/12/01,35-44 years,Females,1.8
Riverina,2022/12/01,45-54 years,Males,2.2
Riverina,2022/12/01,45-54 years,Females,1.6
Riverina,2022/12/01,55-64 years,Males,2.1
Riverina,2022/12/01,55-64 years,Females,1.5
Riverina,2022/12/01,65 years and over,Males,0.7
Riverina,2022/12/01,65 years and over,Females,0.6
Riverina,2022/11/01,15-24 years,Males,5.8
Riverina,2022/11/01,15-24 years,Females,5.8
Riverina,2022/11/01,25-34 years,Males,3
Riverina,2022/11/01,25-34 years,Females,2.5
Riverina,2022/11/01,35-44 years,Males,2.2
Riverina,2022/11/01,35-44 years,Females,2
Riverina,2022/11/01,45-54 years,Males,2.4
Riverina,2022/11/01,45-54 years,Females,1.7
Riverina,2022/11/01,55-64 years,Males,2.2
Riverina,2022/11/01,55-64 years,Females,1.6
Riverina,2022/11/01,65 years and over,Males,0.7
Riverina,2022/11/01,65 years and over,Females,0.9
Riverina,2022/10/01,15-24 years,Males,5.9
Riverina,2022/10/01,15-24 years,Females,5.9
Riverina,2022/10/01,25-34 years,Males,2.9
Riverina,2022/10/01,25-34 years,Females,2.5
Riverina,2022/10/01,35-44 years,Males,2.4
Riverina,2022/10/01,35-44 years,Females,2.2
Riverina,2022/10/01,45-54 years,Males,2.3
Riverina,2022/10/01,45-54 years,Females,1.7
Riverina,2022/10/01,55-64 years,Males,2.2
Riverina,2022/10/01,55-64 years,Females,1.5
Riverina,2022/10/01,65 years and over,Males,0.7
Riverina,2022/10/01,65 years and over,Females,0.8
Riverina,2022/09/01,15-24 years,Males,6.2
Riverina,2022/09/01,15-24 years,Females,6
Riverina,2022/09/01,25-34 years,Males,2.9
Riverina,2022/09/01,25-34 years,Females,2.6
Riverina,2022/09/01,35-44 years,Males,2.6
Riverina,2022/09/01,35-44 years,Females,2.4
Riverina,2022/09/01,45-54 years,Males,2.3
Riverina,2022/09/01,45-54 years,Females,1.7
Riverina,2022/09/01,55-64 years,Males,2.3
Riverina,2022/09/01,55-64 years,Females,1.5
Riverina,2022/09/01,65 years and over,Males,0.7
Riverina,2022/09/01,65 years and over,Females,1
Riverina,2022/08/01,15-24 years,Males,6.2
Riverina,2022/08/01,15-24 years,Females,6
Riverina,2022/08/01,25-34 years,Males,2.8
Riverina,2022/08/01,25-34 years,Females,2.5
Riverina,2022/08/01,35-44 years,Males,2.7
Riverina,2022/08/01,35-44 years,Females,2.4
Riverina,2022/08/01,45-54 years,Males,2.3
Riverina,2022/08/01,45-54 years,Females,1.8
Riverina,2022/08/01,55-64 years,Males,2.3
Riverina,2022/08/01,55-64 years,Females,1.5
Riverina,2022/08/01,65 years and over,Males,0.7
Riverina,2022/08/01,65 years and over,Females,0.8
Riverina,2022/07/01,15-24 years,Males,5.9
Riverina,2022/07/01,15-24 years,Females,5.9
Riverina,2022/07/01,25-34 years,Males,2.9
Riverina,2022/07/01,25-34 years,Females,2.3
Riverina,2022/07/01,35-44 years,Males,2.7
Riverina,2022/07/01,35-44 years,Females,2.5
Riverina,2022/07/01,45-54 years,Males,2.3
Riverina,2022/07/01,45-54 years,Females,1.8
Riverina,2022/07/01,55-64 years,Males,2.3
Riverina,2022/07/01,55-64 years,Females,1.4
Riverina,2022/07/01,65 years and over,Males,0.7
Riverina,2022/07/01,65 years and over,Females,0.7
Riverina,2022/06/01,15-24 years,Males,6
Riverina,2022/06/01,15-24 years,Females,5.8
Riverina,2022/06/01,25-34 years,Males,2.9
Riverina,2022/06/01,25-34 years,Females,2.4
Riverina,2022/06/01,35-44 years,Males,2.6
Riverina,2022/06/01,35-44 years,Females,2.7
Riverina,2022/06/01,45-54 years,Males,2.3
Riverina,2022/06/01,45-54 years,Females,1.8
Riverina,2022/06/01,55-64 years,Males,2.3
Riverina,2022/06/01,55-64 years,Females,1.3
Riverina,2022/06/01,65 years and over,Males,0.7
Riverina,2022/06/01,65 years and over,Females,0.7
Riverina,2022/05/01,15-24 years,Males,6.6
Riverina,2022/05/01,15-24 years,Females,6.2
Riverina,2022/05/01,25-34 years,Males,3.2
Riverina,2022/05/01,25-34 years,Females,2.8
Riverina,2022/05/01,35-44 years,Males,2.8
Riverina,2022/05/01,35-44 years,Females,3
Riverina,2022/05/01,45-54 years,Males,2.5
Riverina,2022/05/01,45-54 years,Females,1.9
Riverina,2022/05/01,55-64 years,Males,2.4
Riverina,2022/05/01,55-64 years,Females,1.3
Riverina,2022/05/01,65 years and over,Males,0.7
Riverina,2022/05/01,65 years and over,Females,0.9
Riverina,2022/04/01,15-24 years,Males,6.1
Riverina,2022/04/01,15-24 years,Females,5.6
Riverina,2022/04/01,25-34 years,Males,2.9
Riverina,2022/04/01,25-34 years,Females,2.6
Riverina,2022/04/01,35-44 years,Males,2.6
Riverina,2022/04/01,35-44 years,Females,2.9
Riverina,2022/04/01,45-54 years,Males,2.3
Riverina,2022/04/01,45-54 years,Females,1.7
Riverina,2022/04/01,55-64 years,Males,2.1
Riverina,2022/04/01,55-64 years,Females,1.1
Riverina,2022/04/01,65 years and over,Males,0.7
Riverina,2022/04/01,65 years and over,Females,0.7
Riverina,2022/03/01,15-24 years,Males,6.8
Riverina,2022/03/01,15-24 years,Females,6.2
Riverina,2022/03/01,25-34 years,Males,3.3
Riverina,2022/03/01,25-34 years,Females,2.8
Riverina,2022/03/01,35-44 years,Males,3
Riverina,2022/03/01,35-44 years,Females,3.3
Riverina,2022/03/01,45-54 years,Males,2.5
Riverina,2022/03/01,45-54 years,Females,1.8
Riverina,2022/03/01,55-64 years,Males,2.3
Riverina,2022/03/01,55-64 years,Females,1.2
Riverina,2022/03/01,65 years and over,Males,0.7
Riverina,2022/03/01,65 years and over,Females,0.9
Riverina,2022/02/01,15-24 years,Males,7.3
Riverina,2022/02/01,15-24 years,Females,6.5
Riverina,2022/02/01,25-34 years,Males,3.7
Riverina,2022/02/01,25-34 years,Females,3
Riverina,2022/02/01,35-44 years,Males,3.1
Riverina,2022/02/01,35-44 years,Females,3.9
Riverina,2022/02/01,45-54 years,Males,2.4
Riverina,2022/02/01,45-54 years,Females,1.9
Riverina,2022/02/01,55-64 years,Males,2.4
Riverina,2022/02/01,55-64 years,Females,1.4
Riverina,2022/02/01,65 years and over,Males,0.8
Riverina,2022/02/01,65 years and over,Females,0.9
Riverina,2022/01/01,15-24 years,Males,8
Riverina,2022/01/01,15-24 years,Females,7
Riverina,2022/01/01,25-34 years,Males,4
Riverina,2022/01/01,25-34 years,Females,3.1
Riverina,2022/01/01,35-44 years,Males,3.3
Riverina,2022/01/01,35-44 years,Females,4.9
Riverina,2022/01/01,45-54 years,Males,2.5
Riverina,2022/01/01,45-54 years,Females,1.9
Riverina,2022/01/01,55-64 years,Males,2.6
Riverina,2022/01/01,55-64 years,Females,1.8
Riverina,2022/01/01,65 years and over,Males,0.8
Riverina,2022/01/01,65 years and over,Females,0.7
Riverina,2021/12/01,15-24 years,Males,6.7
Riverina,2021/12/01,15-24 years,Females,6.1
Riverina,2021/12/01,25-34 years,Males,3.4
Riverina,2021/12/01,25-34 years,Females,2.6
Riverina,2021/12/01,35-44 years,Males,2.6
Riverina,2021/12/01,35-44 years,Females,4.2
Riverina,2021/12/01,45-54 years,Males,2
Riverina,2021/12/01,45-54 years,Females,1.5
Riverina,2021/12/01,55-64 years,Males,2.2
Riverina,2021/12/01,55-64 years,Females,1.5
Riverina,2021/12/01,65 years and over,Males,0.7
Riverina,2021/12/01,65 years and over,Females,0.5
Riverina,2021/11/01,15-24 years,Males,7.7
Riverina,2021/11/01,15-24 years,Females,7.2
Riverina,2021/11/01,25-34 years,Males,3.9
Riverina,2021/11/01,25-34 years,Females,3.2
Riverina,2021/11/01,35-44 years,Males,2.8
Riverina,2021/11/01,35-44 years,Females,4.8
Riverina,2021/11/01,45-54 years,Males,2.2
Riverina,2021/11/01,45-54 years,Females,1.7
Riverina,2021/11/01,55-64 years,Males,2.5
Riverina,2021/11/01,55-64 years,Females,1.9
Riverina,2021/11/01,65 years and over,Males,0.8
Riverina,2021/11/01,65 years and over,Females,0.5
Riverina,2021/10/01,15-24 years,Males,7.9
Riverina,2021/10/01,15-24 years,Females,7.4
Riverina,2021/10/01,25-34 years,Males,3.8
Riverina,2021/10/01,25-34 years,Females,3.4
Riverina,2021/10/01,35-44 years,Males,2.7
Riverina,2021/10/01,35-44 years,Females,4.4
Riverina,2021/10/01,45-54 years,Males,2.1
Riverina,2021/10/01,45-54 years,Females,1.6
Riverina,2021/10/01,55-64 years,Males,2.5
Riverina,2021/10/01,55-64 years,Females,2
Riverina,2021/10/01,65 years and over,Males,0.8
Riverina,2021/10/01,65 years and over,Females,0.5
Riverina,2021/09/01,15-24 years,Males,7.5
Riverina,2021/09/01,15-24 years,Females,6.9
Riverina,2021/09/01,25-34 years,Males,3.6
Riverina,2021/09/01,25-34 years,Females,3
Riverina,2021/09/01,35-44 years,Males,2.7
Riverina,2021/09/01,35-44 years,Females,3.5
Riverina,2021/09/01,45-54 years,Males,2
Riverina,2021/09/01,45-54 years,Females,1.5
Riverina,2021/09/01,55-64 years,Males,2.5
Riverina,2021/09/01,55-64 years,Females,2.2
Riverina,2021/09/01,65 years and over,Males,0.7
Riverina,2021/09/01,65 years and over,Females,0.6
Riverina,2021/08/01,15-24 years,Males,8.8
Riverina,2021/08/01,15-24 years,Females,7.6
Riverina,2021/08/01,25-34 years,Males,4.2
Riverina,2021/08/01,25-34 years,Females,3.1
Riverina,2021/08/01,35-44 years,Males,3.3
Riverina,2021/08/01,35-44 years,Females,3.7
Riverina,2021/08/01,45-54 years,Males,2.4
Riverina,2021/08/01,45-54 years,Females,1.8
Riverina,2021/08/01,55-64 years,Males,3
Riverina,2021/08/01,55-64 years,Females,2.7
Riverina,2021/08/01,65 years and over,Males,0.8
Riverina,2021/08/01,65 years and over,Females,0.6
Riverina,2021/07/01,15-24 years,Males,8.2
Riverina,2021/07/01,15-24 years,Females,6.7
Riverina,2021/07/01,25-34 years,Males,4
Riverina,2021/07/01,25-34 years,Females,2.7
Riverina,2021/07/01,35-44 years,Males,3
Riverina,2021/07/01,35-44 years,Females,3.1
Riverina,2021/07/01,45-54 years,Males,2.4
Riverina,2021/07/01,45-54 years,Females,1.7
Riverina,2021/07/01,55-64 years,Males,3
Riverina,2021/07/01,55-64 years,Females,2.6
Riverina,2021/07/01,65 years and over,Males,0.7
Riverina,2021/07/01,65 years and over,Females,0.5
Riverina,2021/06/01,15-24 years,Males,8.9
Riverina,2021/06/01,15-24 years,Females,7.1
Riverina,2021/06/01,25-34 years,Males,4.7
Riverina,2021/06/01,25-34 years,Females,3.1
Riverina,2021/06/01,35-44 years,Males,3.3
Riverina,2021/06/01,35-44 years,Females,3.1
Riverina,2021/06/01,45-54 years,Males,2.7
Riverina,2021/06/01,45-54 years,Females,1.9
Riverina,2021/06/01,55-64 years,Males,3.2
Riverina,2021/06/01,55-64 years,Females,2.8
Riverina,2021/06/01,65 years and over,Males,0.7
Riverina,2021/06/01,65 years and over,Females,0.6
Riverina,2021/05/01,15-24 years,Males,7.8
Riverina,2021/05/01,15-24 years,Females,6.3
Riverina,2021/05/01,25-34 years,Males,4.5
Riverina,2021/05/01,25-34 years,Females,2.8
Riverina,2021/05/01,35-44 years,Males,3
Riverina,2021/05/01,35-44 years,Females,2.7
Riverina,2021/05/01,45-54 years,Males,2.5
Riverina,2021/05/01,45-54 years,Females,1.7
Riverina,2021/05/01,55-64 years,Males,2.7
Riverina,2021/05/01,55-64 years,Females,2.4
Riverina,2021/05/01,65 years and over,Males,0.6
Riverina,2021/05/01,65 years and over,Females,0.8
Riverina,2021/04/01,15-24 years,Males,8.6
Riverina,2021/04/01,15-24 years,Females,7.5
Riverina,2021/04/01,25-34 years,Males,5.4
Riverina,2021/04/01,25-34 years,Females,3.4
Riverina,2021/04/01,35-44 years,Males,3.7
Riverina,2021/04/01,35-44 years,Females,3.1
Riverina,2021/04/01,45-54 years,Males,3
Riverina,2021/04/01,45-54 years,Females,1.9
Riverina,2021/04/01,55-64 years,Males,3
Riverina,2021/04/01,55-64 years,Females,2.9
Riverina,2021/04/01,65 years and over,Males,0.6
Riverina,2021/04/01,65 years and over,Females,1
Riverina,2021/03/01,15-24 years,Males,8.4
Riverina,2021/03/01,15-24 years,Females,7.5
Riverina,2021/03/01,25-34 years,Males,5.2
Riverina,2021/03/01,25-34 years,Females,3.6
Riverina,2021/03/01,35-44 years,Males,3.6
Riverina,2021/03/01,35-44 years,Females,3
Riverina,2021/03/01,45-54 years,Males,3
Riverina,2021/03/01,45-54 years,Females,1.8
Riverina,2021/03/01,55-64 years,Males,2.7
Riverina,2021/03/01,55-64 years,Females,3.2
Riverina,2021/03/01,65 years and over,Males,0.6
Riverina,2021/03/01,65 years and over,Females,0.8
Riverina,2021/02/01,15-24 years,Males,8.5
Riverina,2021/02/01,15-24 years,Females,8.1
Riverina,2021/02/01,25-34 years,Males,5.6
Riverina,2021/02/01,25-34 years,Females,3.9
Riverina,2021/02/01,35-44 years,Males,3.6
Riverina,2021/02/01,35-44 years,Females,3.2
Riverina,2021/02/01,45-54 years,Males,3.1
Riverina,2021/02/01,45-54 years,Females,2
Riverina,2021/02/01,55-64 years,Males,2.8
Riverina,2021/02/01,55-64 years,Females,3.3
Riverina,2021/02/01,65 years and over,Males,0.5
Riverina,2021/02/01,65 years and over,Females,0.6
Riverina,2021/01/01,15-24 years,Males,10.2
Riverina,2021/01/01,15-24 years,Females,9.9
Riverina,2021/01/01,25-34 years,Males,6.8
Riverina,2021/01/01,25-34 years,Females,5.2
Riverina,2021/01/01,35-44 years,Males,4.2
Riverina,2021/01/01,35-44 years,Females,4
Riverina,2021/01/01,45-54 years,Males,3.7
Riverina,2021/01/01,45-54 years,Females,2.6
Riverina,2021/01/01,55-64 years,Males,3.3
Riverina,2021/01/01,55-64 years,Females,4
Riverina,2021/01/01,65 years and over,Males,0.6
Riverina,2021/01/01,65 years and over,Females,0.5
Riverina,2020/12/01,15-24 years,Males,8.4
Riverina,2020/12/01,15-24 years,Females,7.8
Riverina,2020/12/01,25-34 years,Males,5.5
Riverina,2020/12/01,25-34 years,Females,4.2
Riverina,2020/12/01,35-44 years,Males,3.3
Riverina,2020/12/01,35-44 years,Females,3.3
Riverina,2020/12/01,45-54 years,Males,2.9
Riverina,2020/12/01,45-54 years,Females,2.2
Riverina,2020/12/01,55-64 years,Males,2.6
Riverina,2020/12/01,55-64 years,Females,3.1
Riverina,2020/12/01,65 years and over,Males,0.5
Riverina,2020/12/01,65 years and over,Females,0.3
Riverina,2020/11/01,15-24 years,Males,9.3
Riverina,2020/11/01,15-24 years,Females,8.5
Riverina,2020/11/01,25-34 years,Males,6
Riverina,2020/11/01,25-34 years,Females,5.2
Riverina,2020/11/01,35-44 years,Males,3.6
Riverina,2020/11/01,35-44 years,Females,4
Riverina,2020/11/01,45-54 years,Males,3
Riverina,2020/11/01,45-54 years,Females,2.6
Riverina,2020/11/01,55-64 years,Males,2.8
Riverina,2020/11/01,55-64 years,Females,3.2
Riverina,2020/11/01,65 years and over,Males,0.6
Riverina,2020/11/01,65 years and over,Females,0.3
Riverina,2020/10/01,15-24 years,Males,10.3
Riverina,2020/10/01,15-24 years,Females,9
Riverina,2020/10/01,25-34 years,Males,6.9
Riverina,2020/10/01,25-34 years,Females,5.8
Riverina,2020/10/01,35-44 years,Males,4
Riverina,2020/10/01,35-44 years,Females,4.2
Riverina,2020/10/01,45-54 years,Males,3.1
Riverina,2020/10/01,45-54 years,Females,3
Riverina,2020/10/01,55-64 years,Males,3
Riverina,2020/10/01,55-64 years,Females,3.4
Riverina,2020/10/01,65 years and over,Males,0.6
Riverina,2020/10/01,65 years and over,Females,0.3
Riverina,2020/09/01,15-24 years,Males,11.2
Riverina,2020/09/01,15-24 years,Females,9.2
Riverina,2020/09/01,25-34 years,Males,7.7
Riverina,2020/09/01,25-34 years,Females,5.7
Riverina,2020/09/01,35-44 years,Males,4.4
Riverina,2020/09/01,35-44 years,Females,4.6
Riverina,2020/09/01,45-54 years,Males,3.3
Riverina,2020/09/01,45-54 years,Females,3.3
Riverina,2020/09/01,55-64 years,Males,3.1
Riverina,2020/09/01,55-64 years,Females,3.7
Riverina,2020/09/01,65 years and over,Males,0.6
Riverina,2020/09/01,65 years and over,Females,0.3
Riverina,2020/08/01,15-24 years,Males,10.7
Riverina,2020/08/01,15-24 years,Females,9
Riverina,2020/08/01,25-34 years,Males,7
Riverina,2020/08/01,25-34 years,Females,5.6
Riverina,2020/08/01,35-44 years,Males,4.4
Riverina,2020/08/01,35-44 years,Females,4.8
Riverina,2020/08/01,45-54 years,Males,3.1
Riverina,2020/08/01,45-54 years,Females,3.2
Riverina,2020/08/01,55-64 years,Males,3
Riverina,2020/08/01,55-64 years,Females,3.4
Riverina,2020/08/01,65 years and over,Males,0.6
Riverina,2020/08/01,65 years and over,Females,0.3
Riverina,2020/07/01,15-24 years,Males,11
Riverina,2020/07/01,15-24 years,Females,9.7
Riverina,2020/07/01,25-34 years,Males,6.8
Riverina,2020/07/01,25-34 years,Females,5.8
Riverina,2020/07/01,35-44 years,Males,4.5
Riverina,2020/07/01,35-44 years,Females,4.9
Riverina,2020/07/01,45-54 years,Males,3.1
Riverina,2020/07/01,45-54 years,Females,3.3
Riverina,2020/07/01,55-64 years,Males,3
Riverina,2020/07/01,55-64 years,Females,3.4
Riverina,2020/07/01,65 years and over,Males,0.6
Riverina,2020/07/01,65 years and over,Females,0.4
Riverina,2020/06/01,15-24 years,Males,11.1
Riverina,2020/06/01,15-24 years,Females,9.9
Riverina,2020/06/01,25-34 years,Males,6.6
Riverina,2020/06/01,25-34 years,Females,6.1
Riverina,2020/06/01,35-44 years,Males,4.4
Riverina,2020/06/01,35-44 years,Females,4.6
Riverina,2020/06/01,45-54 years,Males,3.2
Riverina,2020/06/01,45-54 years,Females,3.2
Riverina,2020/06/01,55-64 years,Males,2.9
Riverina,2020/06/01,55-64 years,Females,3.4
Riverina,2020/06/01,65 years and over,Males,0.6
Riverina,2020/06/01,65 years and over,Females,0.3
Riverina,2020/05/01,15-24 years,Males,10.8
Riverina,2020/05/01,15-24 years,Females,9.7
Riverina,2020/05/01,25-34 years,Males,6.2
Riverina,2020/05/01,25-34 years,Females,5.3
Riverina,2020/05/01,35-44 years,Males,4.1
Riverina,2020/05/01,35-44 years,Females,4
Riverina,2020/05/01,45-54 years,Males,3.1
Riverina,2020/05/01,45-54 years,Females,3
Riverina,2020/05/01,55-64 years,Males,2.7
Riverina,2020/05/01,55-64 years,Females,3
Riverina,2020/05/01,65 years and over,Males,0.6
Riverina,2020/05/01,65 years and over,Females,0.3
Riverina,2020/04/01,15-24 years,Males,11.7
Riverina,2020/04/01,15-24 years,Females,10.4
Riverina,2020/04/01,25-34 years,Males,6.6
Riverina,2020/04/01,25-34 years,Females,5
Riverina,2020/04/01,35-44 years,Males,4.3
Riverina,2020/04/01,35-44 years,Females,3.9
Riverina,2020/04/01,45-54 years,Males,3.4
Riverina,2020/04/01,45-54 years,Females,3.1
Riverina,2020/04/01,55-64 years,Males,3
Riverina,2020/04/01,55-64 years,Females,3.3
Riverina,2020/04/01,65 years and over,Males,0.7
Riverina,2020/04/01,65 years and over,Females,0.3
Riverina,2020/03/01,15-24 years,Males,10.8
Riverina,2020/03/01,15-24 years,Females,9.1
Riverina,2020/03/01,25-34 years,Males,5.5
Riverina,2020/03/01,25-34 years,Females,3.9
Riverina,2020/03/01,35-44 years,Males,3.7
Riverina,2020/03/01,35-44 years,Females,3.1
Riverina,2020/03/01,45-54 years,Males,2.9
Riverina,2020/03/01,45-54 years,Females,2.7
Riverina,2020/03/01,55-64 years,Males,2.6
Riverina,2020/03/01,55-64 years,Females,3.1
Riverina,2020/03/01,65 years and over,Males,0.7
Riverina,2020/03/01,65 years and over,Females,0.3
Riverina,2020/02/01,15-24 years,Males,11
Riverina,2020/02/01,15-24 years,Females,9.3
Riverina,2020/02/01,25-34 years,Males,5.4
Riverina,2020/02/01,25-34 years,Females,3.7
Riverina,2020/02/01,35-44 years,Males,3.7
Riverina,2020/02/01,35-44 years,Females,2.9
Riverina,2020/02/01,45-54 years,Males,2.8
Riverina,2020/02/01,45-54 years,Females,2.7
Riverina,2020/02/01,55-64 years,Males,2.6
Riverina,2020/02/01,55-64 years,Females,2.9
Riverina,2020/02/01,65 years and over,Males,0.7
Riverina,2020/02/01,65 years and over,Females,0.3
Riverina,2020/01/01,15-24 years,Males,11.2
Riverina,2020/01/01,15-24 years,Females,9.5
Riverina,2020/01/01,25-34 years,Males,5.6
Riverina,2020/01/01,25-34 years,Females,3.6
Riverina,2020/01/01,35-44 years,Males,3.8
Riverina,2020/01/01,35-44 years,Females,2.9
Riverina,2020/01/01,45-54 years,Males,3
Riverina,2020/01/01,45-54 years,Females,2.6
Riverina,2020/01/01,55-64 years,Males,2.6
Riverina,2020/01/01,55-64 years,Females,2.6
Riverina,2020/01/01,65 years and over,Males,0.7
Riverina,2020/01/01,65 years and over,Females,0.3
Riverina,2019/12/01,15-24 years,Males,10
Riverina,2019/12/01,15-24 years,Females,8.3
Riverina,2019/12/01,25-34 years,Males,4.9
Riverina,2019/12/01,25-34 years,Females,2.9
Riverina,2019/12/01,35-44 years,Males,3.5
Riverina,2019/12/01,35-44 years,Females,2.9
Riverina,2019/12/01,45-54 years,Males,2.8
Riverina,2019/12/01,45-54 years,Females,2.3
Riverina,2019/12/01,55-64 years,Males,2.4
Riverina,2019/12/01,55-64 years,Females,2.2
Riverina,2019/12/01,65 years and over,Males,0.7
Riverina,2019/12/01,65 years and over,Females,0.3
Riverina,2019/11/01,15-24 years,Males,10
Riverina,2019/11/01,15-24 years,Females,8.2
Riverina,2019/11/01,25-34 years,Males,4.8
Riverina,2019/11/01,25-34 years,Females,2.9
Riverina,2019/11/01,35-44 years,Males,3.7
Riverina,2019/11/01,35-44 years,Females,3.3
Riverina,2019/11/01,45-54 years,Males,2.9
Riverina,2019/11/01,45-54 years,Females,2.3
Riverina,2019/11/01,55-64 years,Males,2.5
Riverina,2019/11/01,55-64 years,Females,2.1
Riverina,2019/11/01,65 years and over,Males,0.7
Riverina,2019/11/01,65 years and over,Females,0.3
Riverina,2019/10/01,15-24 years,Males,10.4
Riverina,2019/10/01,15-24 years,Females,8.4
Riverina,2019/10/01,25-34 years,Males,4.6
Riverina,2019/10/01,25-34 years,Females,3
Riverina,2019/10/01,35-44 years,Males,3.9
Riverina,2019/10/01,35-44 years,Females,3.6
Riverina,2019/10/01,45-54 years,Males,3
Riverina,2019/10/01,45-54 years,Females,2.3
