Labour market region (SA4): ASGS (2011),Month,Age,Sex,Sum of Participation rate (%)
Sydney - Northern Beaches,2025/05/01,55-64 years,Males,80.40728117
Sydney - Northern Beaches,2025/05/01,55-64 years,Females,73.74587402
Sydney - Northern Beaches,2025/05/01,65 years and over,Males,26.68676015
Sydney - Northern Beaches,2025/05/01,65 years and over,Females,18.9145569
Sydney - Northern Beaches,2025/04/01,15-24 years,Males,68.51760074
Sydney - Northern Beaches,2025/04/01,15-24 years,Females,75.13923302
Sydney - Northern Beaches,2025/04/01,25-34 years,Males,94.49921207
Sydney - Northern Beaches,2025/04/01,25-34 years,Females,91.23976078
Sydney - Northern Beaches,2025/04/01,35-44 years,Males,96.23110166
Sydney - Northern Beaches,2025/04/01,35-44 years,Females,88.25142747
Sydney - Northern Beaches,2025/04/01,45-54 years,Males,95.34897543
Sydney - Northern Beaches,2025/04/01,45-54 years,Females,86.97132962
Sydney - Northern Beaches,2025/04/01,55-64 years,Males,80.29407925
Sydney - Northern Beaches,2025/04/01,55-64 years,Females,73.31946066
Sydney - Northern Beaches,2025/04/01,65 years and over,Males,26.69156349
Sydney - Northern Beaches,2025/04/01,65 years and over,Females,18.77378799
Sydney - Northern Beaches,2025/03/01,15-24 years,Males,69.38718965
Sydney - Northern Beaches,2025/03/01,15-24 years,Females,74.00649479
Sydney - Northern Beaches,2025/03/01,25-34 years,Males,94.61160979
Sydney - Northern Beaches,2025/03/01,25-34 years,Females,91.08593587
Sydney - Northern Beaches,2025/03/01,35-44 years,Males,96.30585805
Sydney - Northern Beaches,2025/03/01,35-44 years,Females,87.99027268
Sydney - Northern Beaches,2025/03/01,45-54 years,Males,95.30672171
Sydney - Northern Beaches,2025/03/01,45-54 years,Females,86.88739819
Sydney - Northern Beaches,2025/03/01,55-64 years,Males,80.11623954
Sydney - Northern Beaches,2025/03/01,55-64 years,Females,73.01403911
Sydney - Northern Beaches,2025/03/01,65 years and over,Males,26.74463798
Sydney - Northern Beaches,2025/03/01,65 years and over,Females,18.59377062
Sydney - Northern Beaches,2025/02/01,15-24 years,Males,69.48617685
Sydney - Northern Beaches,2025/02/01,15-24 years,Females,73.18606573
Sydney - Northern Beaches,2025/02/01,25-34 years,Males,94.84930966
Sydney - Northern Beaches,2025/02/01,25-34 years,Females,90.84508401
Sydney - Northern Beaches,2025/02/01,35-44 years,Males,96.35550493
Sydney - Northern Beaches,2025/02/01,35-44 years,Females,87.76370292
Sydney - Northern Beaches,2025/02/01,45-54 years,Males,95.26664808
Sydney - Northern Beaches,2025/02/01,45-54 years,Females,86.93994595
Sydney - Northern Beaches,2025/02/01,55-64 years,Males,80.07063718
Sydney - Northern Beaches,2025/02/01,55-64 years,Females,73.06702551
Sydney - Northern Beaches,2025/02/01,65 years and over,Males,26.83096531
Sydney - Northern Beaches,2025/02/01,65 years and over,Females,18.5003357
Sydney - Northern Beaches,2025/01/01,15-24 years,Males,69.46633964
Sydney - Northern Beaches,2025/01/01,15-24 years,Females,73.14245583
Sydney - Northern Beaches,2025/01/01,25-34 years,Males,94.75607687
Sydney - Northern Beaches,2025/01/01,25-34 years,Females,90.27539367
Sydney - Northern Beaches,2025/01/01,35-44 years,Males,96.27015426
Sydney - Northern Beaches,2025/01/01,35-44 years,Females,87.35237641
Sydney - Northern Beaches,2025/01/01,45-54 years,Males,95.04555956
Sydney - Northern Beaches,2025/01/01,45-54 years,Females,86.65245866
Sydney - Northern Beaches,2025/01/01,55-64 years,Males,79.66690714
Sydney - Northern Beaches,2025/01/01,55-64 years,Females,72.49090289
Sydney - Northern Beaches,2025/01/01,65 years and over,Males,26.27703116
Sydney - Northern Beaches,2025/01/01,65 years and over,Females,18.1051897
Sydney - Northern Beaches,2024/12/01,15-24 years,Males,71.68563347
Sydney - Northern Beaches,2024/12/01,15-24 years,Females,74.1446346
Sydney - Northern Beaches,2024/12/01,25-34 years,Males,95.3269302
Sydney - Northern Beaches,2024/12/01,25-34 years,Females,90.73875922
Sydney - Northern Beaches,2024/12/01,35-44 years,Males,96.56553756
Sydney - Northern Beaches,2024/12/01,35-44 years,Females,88.45436239
Sydney - Northern Beaches,2024/12/01,45-54 years,Males,95.33474105
Sydney - Northern Beaches,2024/12/01,45-54 years,Females,87.64504436
Sydney - Northern Beaches,2024/12/01,55-64 years,Males,80.98120509
Sydney - Northern Beaches,2024/12/01,55-64 years,Females,74.04179003
Sydney - Northern Beaches,2024/12/01,65 years and over,Males,27.7774107
Sydney - Northern Beaches,2024/12/01,65 years and over,Females,19.43203276
Sydney - Northern Beaches,2024/11/01,15-24 years,Males,69.84425553
Sydney - Northern Beaches,2024/11/01,15-24 years,Females,71.93663172
Sydney - Northern Beaches,2024/11/01,25-34 years,Males,95.31375124
Sydney - Northern Beaches,2024/11/01,25-34 years,Females,90.35942601
Sydney - Northern Beaches,2024/11/01,35-44 years,Males,96.45278642
Sydney - Northern Beaches,2024/11/01,35-44 years,Females,88.26895642
Sydney - Northern Beaches,2024/11/01,45-54 years,Males,95.09489769
Sydney - Northern Beaches,2024/11/01,45-54 years,Females,87.46553865
Sydney - Northern Beaches,2024/11/01,55-64 years,Males,80.51093529
Sydney - Northern Beaches,2024/11/01,55-64 years,Females,73.59699923
Sydney - Northern Beaches,2024/11/01,65 years and over,Males,27.3212869
Sydney - Northern Beaches,2024/11/01,65 years and over,Females,19.15723022
Sydney - Northern Beaches,2024/10/01,15-24 years,Males,68.93310583
Sydney - Northern Beaches,2024/10/01,15-24 years,Females,70.47320042
Sydney - Northern Beaches,2024/10/01,25-34 years,Males,95.09509728
Sydney - Northern Beaches,2024/10/01,25-34 years,Females,90.00284166
Sydney - Northern Beaches,2024/10/01,35-44 years,Males,96.23643702
Sydney - Northern Beaches,2024/10/01,35-44 years,Females,87.91977052
Sydney - Northern Beaches,2024/10/01,45-54 years,Males,94.72494181
Sydney - Northern Beaches,2024/10/01,45-54 years,Females,87.0405353
Sydney - Northern Beaches,2024/10/01,55-64 years,Males,79.87192022
Sydney - Northern Beaches,2024/10/01,55-64 years,Females,73.12406142
Sydney - Northern Beaches,2024/10/01,65 years and over,Males,26.64318297
Sydney - Northern Beaches,2024/10/01,65 years and over,Females,18.64349302
Sydney - Northern Beaches,2024/09/01,15-24 years,Males,70.00361413
Sydney - Northern Beaches,2024/09/01,15-24 years,Females,70.09700366
Sydney - Northern Beaches,2024/09/01,25-34 years,Males,95.12240303
Sydney - Northern Beaches,2024/09/01,25-34 years,Females,90.18521313
Sydney - Northern Beaches,2024/09/01,35-44 years,Males,96.26780669
Sydney - Northern Beaches,2024/09/01,35-44 years,Females,88.36210711
Sydney - Northern Beaches,2024/09/01,45-54 years,Males,94.7047035
Sydney - Northern Beaches,2024/09/01,45-54 years,Females,87.21638014
Sydney - Northern Beaches,2024/09/01,55-64 years,Males,80.22211092
Sydney - Northern Beaches,2024/09/01,55-64 years,Females,73.76708048
Sydney - Northern Beaches,2024/09/01,65 years and over,Males,27.19568338
Sydney - Northern Beaches,2024/09/01,65 years and over,Females,19.08514871
Sydney - Northern Beaches,2024/08/01,15-24 years,Males,69.67960459
Sydney - Northern Beaches,2024/08/01,15-24 years,Females,68.99987198
Sydney - Northern Beaches,2024/08/01,25-34 years,Males,94.83635765
Sydney - Northern Beaches,2024/08/01,25-34 years,Females,90.00638037
Sydney - Northern Beaches,2024/08/01,35-44 years,Males,96.11598561
Sydney - Northern Beaches,2024/08/01,35-44 years,Females,88.40613496
Sydney - Northern Beaches,2024/08/01,45-54 years,Males,94.56454295
Sydney - Northern Beaches,2024/08/01,45-54 years,Females,87.16983941
Sydney - Northern Beaches,2024/08/01,55-64 years,Males,79.94826508
Sydney - Northern Beaches,2024/08/01,55-64 years,Females,73.71525256
Sydney - Northern Beaches,2024/08/01,65 years and over,Males,26.90324397
Sydney - Northern Beaches,2024/08/01,65 years and over,Females,18.84353355
Sydney - Northern Beaches,2024/07/01,15-24 years,Males,71.07612699
Sydney - Northern Beaches,2024/07/01,15-24 years,Females,70.34535157
Sydney - Northern Beaches,2024/07/01,25-34 years,Males,94.8070957
Sydney - Northern Beaches,2024/07/01,25-34 years,Females,90.1526113
Sydney - Northern Beaches,2024/07/01,35-44 years,Males,96.1149124
Sydney - Northern Beaches,2024/07/01,35-44 years,Females,88.92416581
Sydney - Northern Beaches,2024/07/01,45-54 years,Males,94.60774777
Sydney - Northern Beaches,2024/07/01,45-54 years,Females,87.63539223
Sydney - Northern Beaches,2024/07/01,55-64 years,Males,80.46939534
Sydney - Northern Beaches,2024/07/01,55-64 years,Females,74.4910585
Sydney - Northern Beaches,2024/07/01,65 years and over,Males,27.49561232
Sydney - Northern Beaches,2024/07/01,65 years and over,Females,19.32440954
Sydney - Northern Beaches,2024/06/01,15-24 years,Males,71.47733959
Sydney - Northern Beaches,2024/06/01,15-24 years,Females,69.93940875
Sydney - Northern Beaches,2024/06/01,25-34 years,Males,94.48443313
Sydney - Northern Beaches,2024/06/01,25-34 years,Females,89.85857854
Sydney - Northern Beaches,2024/06/01,35-44 years,Males,95.81556149
Sydney - Northern Beaches,2024/06/01,35-44 years,Females,88.6922169
Sydney - Northern Beaches,2024/06/01,45-54 years,Males,94.41170671
Sydney - Northern Beaches,2024/06/01,45-54 years,Females,87.40148369
Sydney - Northern Beaches,2024/06/01,55-64 years,Males,79.92298236
Sydney - Northern Beaches,2024/06/01,55-64 years,Females,73.99616551
Sydney - Northern Beaches,2024/06/01,65 years and over,Males,26.88332106
Sydney - Northern Beaches,2024/06/01,65 years and over,Females,18.76359325
Sydney - Northern Beaches,2024/05/01,15-24 years,Males,71.6856472
Sydney - Northern Beaches,2024/05/01,15-24 years,Females,70.6590936
Sydney - Northern Beaches,2024/05/01,25-34 years,Males,94.47450472
Sydney - Northern Beaches,2024/05/01,25-34 years,Females,90.03338072
Sydney - Northern Beaches,2024/05/01,35-44 years,Males,95.74896711
Sydney - Northern Beaches,2024/05/01,35-44 years,Females,88.55202348
Sydney - Northern Beaches,2024/05/01,45-54 years,Males,94.48865862
Sydney - Northern Beaches,2024/05/01,45-54 years,Females,87.58726796
Sydney - Northern Beaches,2024/05/01,55-64 years,Males,79.89253217
Sydney - Northern Beaches,2024/05/01,55-64 years,Females,74.17345132
Sydney - Northern Beaches,2024/05/01,65 years and over,Males,27.19229518
Sydney - Northern Beaches,2024/05/01,65 years and over,Females,18.69147703
Sydney - Northern Beaches,2024/04/01,15-24 years,Males,71.32216971
Sydney - Northern Beaches,2024/04/01,15-24 years,Females,70.47970679
Sydney - Northern Beaches,2024/04/01,25-34 years,Males,94.03248434
Sydney - Northern Beaches,2024/04/01,25-34 years,Females,89.80908358
Sydney - Northern Beaches,2024/04/01,35-44 years,Males,95.55800542
Sydney - Northern Beaches,2024/04/01,35-44 years,Females,87.88818707
Sydney - Northern Beaches,2024/04/01,45-54 years,Males,94.24077879
Sydney - Northern Beaches,2024/04/01,45-54 years,Females,87.3695064
Sydney - Northern Beaches,2024/04/01,55-64 years,Males,79.26277695
Sydney - Northern Beaches,2024/04/01,55-64 years,Females,73.50735207
Sydney - Northern Beaches,2024/04/01,65 years and over,Males,26.79058887
Sydney - Northern Beaches,2024/04/01,65 years and over,Females,18.15858386
Sydney - Northern Beaches,2024/03/01,15-24 years,Males,71.5204583
Sydney - Northern Beaches,2024/03/01,15-24 years,Females,71.48547875
Sydney - Northern Beaches,2024/03/01,25-34 years,Males,93.79206179
Sydney - Northern Beaches,2024/03/01,25-34 years,Females,89.93774736
Sydney - Northern Beaches,2024/03/01,35-44 years,Males,95.58494582
Sydney - Northern Beaches,2024/03/01,35-44 years,Females,87.59349677
Sydney - Northern Beaches,2024/03/01,45-54 years,Males,94.28355773
Sydney - Northern Beaches,2024/03/01,45-54 years,Females,87.59547043
Sydney - Northern Beaches,2024/03/01,55-64 years,Males,79.43250976
Sydney - Northern Beaches,2024/03/01,55-64 years,Females,73.54732773
Sydney - Northern Beaches,2024/03/01,65 years and over,Males,27.2577053
Sydney - Northern Beaches,2024/03/01,65 years and over,Females,18.27239953
Sydney - Northern Beaches,2024/02/01,15-24 years,Males,71.52397037
Sydney - Northern Beaches,2024/02/01,15-24 years,Females,72.99330018
Sydney - Northern Beaches,2024/02/01,25-34 years,Males,93.75133807
Sydney - Northern Beaches,2024/02/01,25-34 years,Females,90.07857625
Sydney - Northern Beaches,2024/02/01,35-44 years,Males,95.61158204
Sydney - Northern Beaches,2024/02/01,35-44 years,Females,87.37737145
Sydney - Northern Beaches,2024/02/01,45-54 years,Males,94.46396016
Sydney - Northern Beaches,2024/02/01,45-54 years,Females,87.69606485
Sydney - Northern Beaches,2024/02/01,55-64 years,Males,79.76060161
Sydney - Northern Beaches,2024/02/01,55-64 years,Females,73.54379886
Sydney - Northern Beaches,2024/02/01,65 years and over,Males,27.60195105
Sydney - Northern Beaches,2024/02/01,65 years and over,Females,18.32479789
Sydney - Northern Beaches,2024/01/01,15-24 years,Males,70.05149162
Sydney - Northern Beaches,2024/01/01,15-24 years,Females,72.06803415
Sydney - Northern Beaches,2024/01/01,25-34 years,Males,93.22871327
Sydney - Northern Beaches,2024/01/01,25-34 years,Females,89.302721
Sydney - Northern Beaches,2024/01/01,35-44 years,Males,95.29760408
Sydney - Northern Beaches,2024/01/01,35-44 years,Females,86.03146578
Sydney - Northern Beaches,2024/01/01,45-54 years,Males,94.00237992
Sydney - Northern Beaches,2024/01/01,45-54 years,Females,86.70830242
Sydney - Northern Beaches,2024/01/01,55-64 years,Males,78.80501441
Sydney - Northern Beaches,2024/01/01,55-64 years,Females,71.73544181
Sydney - Northern Beaches,2024/01/01,65 years and over,Males,26.1578812
Sydney - Northern Beaches,2024/01/01,65 years and over,Females,17.10994249
Sydney - Northern Beaches,2023/12/01,15-24 years,Males,72.94953288
Sydney - Northern Beaches,2023/12/01,15-24 years,Females,74.23084598
Sydney - Northern Beaches,2023/12/01,25-34 years,Males,94.30618933
Sydney - Northern Beaches,2023/12/01,25-34 years,Females,90.39864771
Sydney - Northern Beaches,2023/12/01,35-44 years,Males,95.89502216
Sydney - Northern Beaches,2023/12/01,35-44 years,Females,87.22981825
Sydney - Northern Beaches,2023/12/01,45-54 years,Males,94.67354582
Sydney - Northern Beaches,2023/12/01,45-54 years,Females,87.735107
Sydney - Northern Beaches,2023/12/01,55-64 years,Males,80.63740498
Sydney - Northern Beaches,2023/12/01,55-64 years,Females,73.37469934
Sydney - Northern Beaches,2023/12/01,65 years and over,Males,28.05961288
Sydney - Northern Beaches,2023/12/01,65 years and over,Females,18.38791567
Sydney - Northern Beaches,2023/11/01,15-24 years,Males,71.96526914
Sydney - Northern Beaches,2023/11/01,15-24 years,Females,72.79798221
Sydney - Northern Beaches,2023/11/01,25-34 years,Males,94.59489926
Sydney - Northern Beaches,2023/11/01,25-34 years,Females,90.47045479
Sydney - Northern Beaches,2023/11/01,35-44 years,Males,96.08037828
Sydney - Northern Beaches,2023/11/01,35-44 years,Females,87.19423285
Sydney - Northern Beaches,2023/11/01,45-54 years,Males,94.86479711
Sydney - Northern Beaches,2023/11/01,45-54 years,Females,87.73299731
Sydney - Northern Beaches,2023/11/01,55-64 years,Males,80.87868766
Sydney - Northern Beaches,2023/11/01,55-64 years,Females,73.31032092
Sydney - Northern Beaches,2023/11/01,65 years and over,Males,28.08572735
Sydney - Northern Beaches,2023/11/01,65 years and over,Females,18.31302626
Sydney - Northern Beaches,2023/10/01,15-24 years,Males,70.82188613
Sydney - Northern Beaches,2023/10/01,15-24 years,Females,72.50204414
Sydney - Northern Beaches,2023/10/01,25-34 years,Males,94.3079884
Sydney - Northern Beaches,2023/10/01,25-34 years,Females,90.2705404
Sydney - Northern Beaches,2023/10/01,35-44 years,Males,96.08413817
Sydney - Northern Beaches,2023/10/01,35-44 years,Females,87.1377365
Sydney - Northern Beaches,2023/10/01,45-54 years,Males,94.96228244
Sydney - Northern Beaches,2023/10/01,45-54 years,Females,87.37826597
Sydney - Northern Beaches,2023/10/01,55-64 years,Males,80.9673869
Sydney - Northern Beaches,2023/10/01,55-64 years,Females,73.01508577
Sydney - Northern Beaches,2023/10/01,65 years and over,Males,27.67022849
Sydney - Northern Beaches,2023/10/01,65 years and over,Females,17.92112283
Sydney - Northern Beaches,2023/09/01,15-24 years,Males,69.90730091
Sydney - Northern Beaches,2023/09/01,15-24 years,Females,70.75946198
Sydney - Northern Beaches,2023/09/01,25-34 years,Males,94.22090099
Sydney - Northern Beaches,2023/09/01,25-34 years,Females,90.13459242
Sydney - Northern Beaches,2023/09/01,35-44 years,Males,96.04924456
Sydney - Northern Beaches,2023/09/01,35-44 years,Females,87.44837744
Sydney - Northern Beaches,2023/09/01,45-54 years,Males,95.05007471
Sydney - Northern Beaches,2023/09/01,45-54 years,Females,87.28876973
Sydney - Northern Beaches,2023/09/01,55-64 years,Males,81.2733065
Sydney - Northern Beaches,2023/09/01,55-64 years,Females,72.90641782
Sydney - Northern Beaches,2023/09/01,65 years and over,Males,27.58350717
Sydney - Northern Beaches,2023/09/01,65 years and over,Females,17.72115983
Sydney - Northern Beaches,2023/08/01,15-24 years,Males,70.7017933
Sydney - Northern Beaches,2023/08/01,15-24 years,Females,70.91599516
Sydney - Northern Beaches,2023/08/01,25-34 years,Males,94.30835725
Sydney - Northern Beaches,2023/08/01,25-34 years,Females,90.23833534
Sydney - Northern Beaches,2023/08/01,35-44 years,Males,96.05565958
Sydney - Northern Beaches,2023/08/01,35-44 years,Females,87.75869052
Sydney - Northern Beaches,2023/08/01,45-54 years,Males,95.22378859
Sydney - Northern Beaches,2023/08/01,45-54 years,Females,87.5373287
Sydney - Northern Beaches,2023/08/01,55-64 years,Males,81.58197572
Sydney - Northern Beaches,2023/08/01,55-64 years,Females,72.88080526
Sydney - Northern Beaches,2023/08/01,65 years and over,Males,27.63279318
